concert_id,演唱会名称,艺人,艺人热度分,音乐风格,省份,城市,演出场馆,场馆类型,场馆容纳量,开演日期,闭演日期,演出时长(分钟),主办方,票价下限(元),票价上限(元),实际入场人数,售票状态/备注
C202405538,汪苏泷 2024全新舞台演出（2晚） 合肥站,汪苏泷,89,电子/流行,安徽,合肥,合肥体育馆,体育馆,23265,2024-02-21,2024-02-22,119,大麦,49,286,17664,正常
C202505539,蔡徐坤 2025特别呈现演唱会 青岛站,蔡徐坤,85,舞曲/电子,山东,青岛,青岛国际会展/体育馆(演出场),体育馆,19291,2025-09-13,2025-09-13,135,永乐票务,49,179,13955,余票较多
C202405540,毛不易 2024全新舞台演出（2晚） 天津站,毛不易,41,民谣/流行,天津,天津,天津体育文化中心体育馆,体育馆,11869,2024-05-07,2024-05-08,124,猫眼演出,49,188,6304,上座偏低
C202605541,陈奕迅 2026年度演唱会 北京站,陈奕迅,69,流行,北京,北京,北京国际体育中心体育场,体育场,89062,2026-01-05,2026-01-05,121,现场娱乐(主办合作),49,129,58958,余票较多
C202305542,刘若英(奶茶) 2023全新舞台演出 大连站,刘若英(奶茶),76,经典,辽宁,大连,大连国际会展/体育馆(演出场),体育馆,16193,2023-07-05,2023-07-05,137,永乐票务,49,166,12626,正常
C202405543,五月天 2024世界巡回演唱会 北京站,五月天,99,摇滚,北京,北京,北京国际会展/体育馆(演出场),体育馆,43540,2024-03-19,2024-03-19,140,摩登天空,49,221,36290,正常
C202505544,孙燕姿 2025世界巡回演唱会 武汉站,孙燕姿,47,流行,湖北,武汉,武汉奥体中心体育馆,体育馆,32356,2025-08-09,2025-08-09,128,猫眼演出,49,100,22845,余票较多
C202205545,邓紫棋 2022巡回演唱会 长沙站,邓紫棋,88,摇滚,湖南,长沙,长沙体育中心体育馆,体育馆,13619,2022-10-30,2022-10-30,110,杰克音乐,49,59,11527,正常
C202205546,李荣浩 2022年度演唱会（2晚） 苏州站,李荣浩,68,流行,江苏,苏州,苏州音乐厅/演出中心,演艺中心,9099,2022-08-21,2022-08-22,134,永乐票务,49,59,5921,余票较多
C202305547,陈奕迅 2023特别呈现演唱会 贵阳站,陈奕迅,78,抒情,贵州,贵阳,贵阳艺术中心大剧场,演艺中心,7394,2023-02-12,2023-02-12,124,环球音乐,49,175,5898,正常
C202405548,蔡依林 2024巡回演唱会 长沙站,蔡依林,84,舞曲/电子,湖南,长沙,长沙奥体中心体育馆,体育馆,17990,2024-01-09,2024-01-09,110,索尼音乐,49,214,12706,余票较多
C202505549,毛不易 2025年度演唱会 沈阳站,毛不易,63,民谣/流行,辽宁,沈阳,沈阳体育文化中心体育馆,体育馆,9671,2025-06-12,2025-06-12,115,猫眼演出,49,261,6860,余票较多
C202505550,陈奕迅 2025全国巡演 呼和浩特站,陈奕迅,88,流行,内蒙古,呼和浩特,呼和浩特体育中心体育馆,体育馆,10339,2025-12-31,2025-12-31,110,大麦,49,77,6965,余票较多
C202205551,王菲 2022世界巡回演唱会 南京站,王菲,95,流行,江苏,南京,南京大剧院(演出厅),演艺中心,8730,2022-06-22,2022-06-22,119,索尼音乐,49,253,6301,余票较多
C202305552,孙燕姿 2023巡回演唱会 天津站,孙燕姿,68,抒情,天津,天津,天津体育馆,体育馆,8151,2023-05-24,2023-05-24,119,索尼音乐,49,176,5078,余票较多
C202605553,光良 2026全新舞台演出（2晚） 杭州站,光良,65,抒情,浙江,杭州,杭州体育中心体育馆,体育馆,16696,2026-09-27,2026-09-28,137,摩登天空,49,183,12338,余票较多
C202505554,五月天 2025巡回演唱会 苏州站,五月天,80,摇滚,江苏,苏州,苏州国际会展/体育馆(演出场),体育馆,36692,2025-02-08,2025-02-08,134,杰克音乐,49,145,24963,余票较多
C202505555,五月天 2025巡回演唱会 乌鲁木齐站,五月天,89,摇滚,新疆,乌鲁木齐,乌鲁木齐国际会展/体育馆(演出场),体育馆,4967,2025-09-07,2025-09-07,138,大麦,49,121,4190,正常
C202205556,李荣浩 2022全国巡演 青岛站,李荣浩,66,流行,山东,青岛,青岛国际会展/体育馆(演出场),体育馆,12590,2022-07-09,2022-07-09,126,大麦,49,235,7973,余票较多
C202205557,蔡依林 2022巡回演唱会（3晚） 成都站,蔡依林,71,舞曲/电子,四川,成都,成都奥体中心体育场,体育场,86061,2022-04-20,2022-04-22,103,华纳音乐,49,298,44365,上座偏低
C202605558,五月天 2026年度演唱会 上海站,五月天,92,流行摇滚,上海,上海,上海体育文化中心体育馆,体育馆,35194,2026-05-30,2026-05-30,125,现场娱乐(主办合作),49,80,28343,正常
C202305559,蔡徐坤 2023世界巡回演唱会 南昌站,蔡徐坤,69,舞曲/电子,江西,南昌,南昌体育文化中心体育馆,体育馆,19147,2023-03-12,2023-03-12,122,华研国际,49,138,12507,余票较多
C202505560,陈奕迅 2025特别呈现演唱会 银川站,陈奕迅,87,抒情,宁夏,银川,银川体育中心体育馆,体育馆,6404,2025-03-12,2025-03-12,85,橙天嘉禾,49,60,5145,正常
C202305561,张杰 2023巡回演唱会 呼和浩特站,张杰,68,流行,内蒙古,呼和浩特,呼和浩特大剧院(演出厅),演艺中心,2098,2023-09-27,2023-09-27,119,摩登天空,49,87,1225,余票较多
C202405562,周深 2024年度演唱会 广州站,周深,62,跨界,广东,广州,广州体育中心体育场,体育场,67623,2024-11-25,2024-11-25,126,华纳音乐,49,122,34338,上座偏低
C202205563,邓紫棋 2022巡回演唱会 合肥站,邓紫棋,73,流行,安徽,合肥,合肥国际会展/体育馆(演出场),体育馆,14369,2022-07-11,2022-07-11,108,环球音乐,49,222,10104,余票较多
C202305564,陈奕迅 2023巡回演唱会 南宁站,陈奕迅,82,抒情,广西,南宁,南宁演艺中心,演艺中心,2021,2023-11-26,2023-11-26,110,华纳音乐,49,211,1348,余票较多
C202205565,王嘉尔 2022年度演唱会 太原站,王嘉尔,69,嘻哈,山西,太原,太原体育馆,体育馆,13024,2022-03-29,2022-03-29,128,猫眼演出,49,160,8312,余票较多
C202605566,刘德华 2026全新舞台演出 呼和浩特站,刘德华,91,抒情,内蒙古,呼和浩特,呼和浩特大剧院(演出厅),演艺中心,5812,2026-06-04,2026-06-04,111,环球音乐,49,124,3974,余票较多
C202305567,GAI周延 2023特别呈现演唱会 武汉站,GAI周延,59,嘻哈,湖北,武汉,武汉奥体中心体育馆,体育馆,26477,2023-08-14,2023-08-14,111,华研国际,49,59,17868,余票较多
C202205568,五月天 2022巡回演唱会 郑州站,五月天,87,流行摇滚,河南,郑州,郑州国际会展/体育馆(演出场),体育馆,9027,2022-02-02,2022-02-02,130,环球音乐,49,74,6117,余票较多
C202405569,刘若英(奶茶) 2024全新舞台演出 银川站,刘若英(奶茶),63,经典,宁夏,银川,银川国际会展/体育馆(演出场),体育馆,14203,2024-06-26,2024-06-26,109,杰克音乐,49,233,8170,余票较多
C202605570,孙燕姿 2026年度演唱会 太原站,孙燕姿,70,流行,山西,太原,太原体育文化中心体育馆,体育馆,4172,2026-07-27,2026-07-27,150,大麦,49,117,3000,余票较多
C202305571,王菲 2023全国巡演 南昌站,王菲,83,电子/氛围,江西,南昌,南昌体育中心体育馆,体育馆,13893,2023-10-12,2023-10-12,134,现场娱乐(主办合作),49,263,9966,余票较多
C202205572,张杰 2022年度演唱会 呼和浩特站,张杰,78,抒情,内蒙古,呼和浩特,呼和浩特艺术中心大剧场,演艺中心,3367,2022-01-07,2022-01-07,111,大麦,49,59,2220,余票较多
C202205573,华晨宇 2022巡回演唱会 青岛站,华晨宇,87,摇滚/实验,山东,青岛,青岛体育中心体育场,体育场,34059,2022-01-22,2022-01-22,111,索尼音乐,49,163,22639,余票较多
C202305574,汪苏泷 2023巡回演唱会 兰州站,汪苏泷,85,流行,甘肃,兰州,兰州奥体中心体育馆,体育馆,4269,2023-09-12,2023-09-12,121,大麦,49,209,2724,余票较多
C202505575,陈奕迅 2025世界巡回演唱会 成都站,陈奕迅,85,流行,四川,成都,成都奥体中心体育馆,体育馆,27184,2025-04-28,2025-04-28,112,环球音乐,49,81,19992,余票较多
C202305576,刘德华 2023世界巡回演唱会 乌鲁木齐站,刘德华,86,流行,新疆,乌鲁木齐,乌鲁木齐体育馆,体育馆,10053,2023-03-28,2023-03-28,112,永乐票务,49,163,6797,余票较多
C202305577,刘若英(奶茶) 2023巡回演唱会 宁波站,刘若英(奶茶),74,经典,浙江,宁波,宁波体育中心体育馆,体育馆,6907,2023-08-12,2023-08-12,104,大麦,49,296,4935,余票较多
C202505578,刘德华 2025特别呈现演唱会 苏州站,刘德华,81,流行,江苏,苏州,苏州奥体中心体育馆,体育馆,36660,2025-11-20,2025-11-20,110,大麦,49,101,27038,余票较多
C202505579,五月天 2025全新舞台演出（2晚） 重庆站,五月天,98,摇滚,重庆,重庆,重庆奥体中心体育场,体育场,43895,2025-04-28,2025-04-29,117,环球音乐,49,289,32017,余票较多
C202305580,陈奕迅 2023特别呈现演唱会 佛山站,陈奕迅,77,流行,广东,佛山,佛山体育馆,体育馆,14305,2023-03-28,2023-03-28,111,大麦,49,140,9209,余票较多
C202405581,张靓颖 2024全新舞台演出 石家庄站,张靓颖,63,流行,河北,石家庄,石家庄体育中心体育馆,体育馆,7436,2024-09-17,2024-09-17,129,猫眼演出,49,175,4209,余票较多
C202605582,陈奕迅 2026全新舞台演出 沈阳站,陈奕迅,84,抒情,辽宁,沈阳,沈阳体育馆,体育馆,14715,2026-09-24,2026-09-24,110,索尼音乐,49,158,11207,正常
C202605583,光良 2026巡回演唱会 青岛站,光良,59,抒情,山东,青岛,青岛体育中心体育馆,体育馆,16410,2026-07-11,2026-07-11,122,橙天嘉禾,49,72,10820,余票较多
C202605584,张杰 2026年度演唱会 广州站,张杰,70,抒情,广东,广州,广州体育场,体育场,81864,2026-09-15,2026-09-15,134,杰克音乐,49,235,52504,余票较多
C202505585,张靓颖 2025年度演唱会 宁波站,张靓颖,59,抒情,浙江,宁波,宁波体育中心体育馆,体育馆,4381,2025-12-02,2025-12-02,108,永乐票务,49,290,2980,余票较多
C202205586,蔡依林 2022巡回演唱会 乌鲁木齐站,蔡依林,94,舞曲/电子,新疆,乌鲁木齐,乌鲁木齐音乐厅/演出中心,演艺中心,4268,2022-05-14,2022-05-14,112,摩登天空,49,243,3567,正常
C202505587,毛不易 2025巡回演唱会 深圳站,毛不易,54,民谣/流行,广东,深圳,深圳体育文化中心体育馆,体育馆,38155,2025-07-22,2025-07-22,117,华研国际,49,98,22884,余票较多
C202405588,周杰伦 2024年度演唱会 福州站,周杰伦,99,嘻哈,福建,福州,福州体育文化中心体育馆,体育馆,24663,2024-02-25,2024-02-25,113,大麦,49,229,19011,正常
C202605589,张杰 2026全新舞台演出 呼和浩特站,张杰,72,抒情,内蒙古,呼和浩特,呼和浩特奥体中心体育馆,体育馆,9010,2026-06-08,2026-06-08,129,大麦,49,138,5432,余票较多
C202405590,周深 2024巡回演唱会 青岛站,周深,58,古典/流行,山东,青岛,青岛国际会展/体育馆(演出场),体育馆,8360,2024-01-04,2024-01-04,103,大麦,49,196,5033,余票较多
C202505591,毛不易 2025全国巡演 长沙站,毛不易,65,民谣/流行,湖南,长沙,长沙体育馆,体育馆,19776,2025-02-18,2025-02-18,104,华纳音乐,49,145,14005,余票较多
C202405592,汪苏泷 2024世界巡回演唱会 哈尔滨站,汪苏泷,75,电子/流行,黑龙江,哈尔滨,哈尔滨体育馆,体育馆,8643,2024-04-11,2024-04-11,124,华研国际,49,213,5324,余票较多
C202505593,王嘉尔 2025世界巡回演唱会 南京站,王嘉尔,76,嘻哈,江苏,南京,南京奥体中心体育馆,体育馆,28448,2025-04-13,2025-04-13,133,索尼音乐,49,82,22173,正常
C202405594,孙燕姿 2024巡回演唱会 贵阳站,孙燕姿,74,抒情,贵州,贵阳,贵阳奥体中心体育馆,体育馆,27702,2024-09-11,2024-09-11,117,索尼音乐,49,59,16742,余票较多
C202505595,王菲 2025世界巡回演唱会 太原站,王菲,77,电子/氛围,山西,太原,太原体育场,体育场,19732,2025-09-16,2025-09-16,117,永乐票务,49,109,11724,余票较多
C202605596,刘若英(奶茶) 2026年度演唱会 天津站,刘若英(奶茶),76,抒情,天津,天津,天津体育文化中心体育馆,体育馆,17031,2026-05-12,2026-05-12,118,永乐票务,49,130,11154,余票较多
C202505597,薛之谦 2025巡回演唱会 长春站,薛之谦,69,流行,吉林,长春,长春体育中心体育馆,体育馆,6088,2025-03-19,2025-03-19,126,猫眼演出,49,123,3515,余票较多
C202505598,GAI周延 2025全新舞台演出 北京站,GAI周延,74,嘻哈,北京,北京,北京体育中心体育场,体育场,57867,2025-04-04,2025-04-04,131,猫眼演出,49,283,40481,余票较多
C202405599,张杰 2024全国巡演 西宁站,张杰,83,流行,青海,西宁,西宁音乐厅/演出中心,演艺中心,1748,2024-07-29,2024-07-29,112,摩登天空,49,222,1397,正常
C202305600,刘德华 2023世界巡回演唱会 哈尔滨站,刘德华,93,抒情,黑龙江,哈尔滨,哈尔滨国际会展/体育馆(演出场),体育馆,15244,2023-04-17,2023-04-17,114,摩登天空,49,256,10130,余票较多
C202205601,张学友 2022年度演唱会（2晚） 杭州站,张学友,83,抒情,浙江,杭州,杭州体育文化中心体育馆,体育馆,19960,2022-01-24,2022-01-25,114,摩登天空,49,148,11826,余票较多
C202405602,周深 2024特别呈现演唱会 呼和浩特站,周深,54,古典/流行,内蒙古,呼和浩特,呼和浩特音乐厅/演出中心,演艺中心,2180,2024-08-23,2024-08-23,107,大麦,49,59,1179,上座偏低
C202505603,王菲 2025年度演唱会（2晚） 合肥站,王菲,85,电子/氛围,安徽,合肥,合肥艺术中心大剧场,演艺中心,3545,2025-04-16,2025-04-17,124,杰克音乐,49,168,2513,余票较多
C202205604,孙燕姿 2022世界巡回演唱会 成都站,孙燕姿,60,抒情,四川,成都,成都体育中心体育场,体育场,35651,2022-10-07,2022-10-07,120,大麦,49,101,22531,余票较多
C202205605,张靓颖 2022特别呈现演唱会 太原站,张靓颖,60,流行,山西,太原,太原体育文化中心体育馆,体育馆,3822,2022-09-22,2022-09-22,131,华纳音乐,49,241,2514,余票较多
C202605606,蔡依林 2026全新舞台演出 济南站,蔡依林,91,舞曲/电子,山东,济南,济南国际体育中心体育场,体育场,31264,2026-06-23,2026-06-23,130,摩登天空,49,310,22107,余票较多
C202205607,张杰 2022年度演唱会 南宁站,张杰,76,抒情,广西,南宁,南宁音乐厅/演出中心,演艺中心,1956,2022-11-20,2022-11-20,125,猫眼演出,49,92,1360,余票较多
C202505608,林俊杰 2025年度演唱会 北京站,林俊杰,91,流行,北京,北京,北京国际体育中心体育场,体育场,66857,2025-08-29,2025-08-29,124,索尼音乐,49,247,44276,余票较多
C202405609,GAI周延 2024全新舞台演出（2晚） 贵阳站,GAI周延,73,嘻哈,贵州,贵阳,贵阳国际会展/体育馆(演出场),体育馆,8417,2024-04-28,2024-04-29,112,摩登天空,49,192,5386,余票较多
C202305610,刘若英(奶茶) 2023巡回演唱会 合肥站,刘若英(奶茶),53,抒情,安徽,合肥,合肥奥体中心体育馆,体育馆,16733,2023-12-04,2023-12-04,111,华研国际,49,205,10519,余票较多
C202605611,汪苏泷 2026年度演唱会 长春站,汪苏泷,62,电子/流行,吉林,长春,长春体育场,体育场,16895,2026-08-17,2026-08-17,107,华纳音乐,49,136,8823,上座偏低
C202605612,周深 2026年度演唱会 福州站,周深,94,古典/流行,福建,福州,福州艺术中心大剧场,演艺中心,5865,2026-08-18,2026-08-18,121,索尼音乐,49,77,4701,正常
C202505613,孙燕姿 2025特别呈现演唱会 北京站,孙燕姿,73,抒情,北京,北京,北京国际会展/体育馆(演出场),体育馆,42173,2025-04-06,2025-04-06,129,永乐票务,49,59,27733,余票较多
C202605614,赵雷 2026年度演唱会（3晚） 苏州站,赵雷,53,民谣,江苏,苏州,苏州奥体中心体育场,体育场,61420,2026-03-13,2026-03-15,98,猫眼演出,49,92,30553,上座偏低
C202605615,陈奕迅 2026世界巡回演唱会 杭州站,陈奕迅,90,抒情,浙江,杭州,杭州国际体育中心体育场,体育场,36683,2026-02-24,2026-02-24,120,华研国际,49,189,24701,余票较多
C202405616,毛不易 2024巡回演唱会 兰州站,毛不易,46,民谣/流行,甘肃,兰州,兰州体育馆,体育馆,3527,2024-06-05,2024-06-05,107,华纳音乐,49,268,2137,余票较多
C202205617,刘若英(奶茶) 2022世界巡回演唱会 福州站,刘若英(奶茶),68,抒情,福建,福州,福州体育文化中心体育馆,体育馆,22601,2022-08-01,2022-08-01,107,大麦,49,79,15201,余票较多
C202305618,孙燕姿 2023年度演唱会 上海站,孙燕姿,59,抒情,上海,上海,上海奥体中心体育场,体育场,84185,2023-04-29,2023-04-29,121,摩登天空,49,132,51527,余票较多
C202605619,蔡徐坤 2026巡回演唱会 青岛站,蔡徐坤,58,舞曲/电子,山东,青岛,青岛奥体中心体育馆,体育馆,12611,2026-03-15,2026-03-15,125,华研国际,49,102,8769,余票较多
C202505620,五月天 2025巡回演唱会 重庆站,五月天,89,摇滚,重庆,重庆,重庆奥体中心体育场,体育场,71271,2025-05-14,2025-05-14,138,摩登天空,49,69,48029,余票较多
C202205621,林俊杰 2022全新舞台演出 成都站,林俊杰,87,R&B,四川,成都,成都体育馆,体育馆,32419,2022-01-06,2022-01-06,102,橙天嘉禾,49,99,24481,正常
C202205622,毛不易 2022巡回演唱会 长春站,毛不易,55,民谣/流行,吉林,长春,长春大剧院(演出厅),演艺中心,5562,2022-12-29,2022-12-29,127,猫眼演出,49,282,2854,上座偏低
C202505623,孙燕姿 2025年度演唱会 南京站,孙燕姿,74,抒情,江苏,南京,南京体育馆,体育馆,17322,2025-09-01,2025-09-01,122,摩登天空,49,149,11902,余票较多
C202605624,五月天 2026巡回演唱会 长沙站,五月天,92,摇滚,湖南,长沙,长沙体育文化中心体育馆,体育馆,10937,2026-03-22,2026-03-22,138,摩登天空,49,339,8608,正常
C202305625,张学友 2023年度演唱会 沈阳站,张学友,88,抒情,辽宁,沈阳,沈阳体育中心体育场,体育场,23620,2023-08-19,2023-08-19,124,摩登天空,49,99,18712,正常
C202205626,周杰伦 2022特别呈现演唱会 福州站,周杰伦,97,R&B,福建,福州,福州体育馆,体育馆,10798,2022-06-23,2022-06-23,129,猫眼演出,49,122,7782,余票较多
C202405627,五月天 2024世界巡回演唱会 沈阳站,五月天,97,流行摇滚,辽宁,沈阳,沈阳体育馆,体育馆,16988,2024-08-15,2024-08-15,114,猫眼演出,49,125,13471,正常
